,Unnamed: 0,Unnamed: 0.1,actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
3043,3043.0,3043.0,Jasper Cole,Will Forte,Powers Boothe,Jasper Cole Will Forte Powers Boothe Jorma Taccone Action Comedy Romance,Jorma Taccone,Action Comedy Romance,macgruber
3044,3044.0,3044.0,Sophie Okonedo,Benedict Wong,Sergi López,Sophie Okonedo Benedict Wong Sergi López Stephen Frears Crime Drama Thriller,Stephen Frears,Crime Drama Thriller,dirty pretty things
3045,3045.0,3045.0,Hugh Jackman,Kate Winslet,Seth MacFarlane,Hugh Jackman Kate Winslet Seth MacFarlane Elizabeth Banks Comedy,Elizabeth Banks,Comedy,movie 43
3046,3046.0,3046.0,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Johnny Depp Angelina Jolie Pitt Rufus Sewell Florian Henckel von Donnersmarck Action Romance Thriller,Florian Henckel von Donnersmarck,Action Romance Thriller,the tourist
3047,3047.0,3047.0,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey,Stephen Root William Morgan Sheppard Wendi McLendon-Covey Jeff Lowell Comedy Fantasy Romance,Jeff Lowell,Comedy Fantasy Romance,over her dead body
3048,3048.0,3048.0,Steve Carell,Mark Moses,Rob Huebel,Steve Carell Mark Moses Rob Huebel Lorene Scafaria Adventure Comedy Drama Romance Sci-Fi,Lorene Scafaria,Adventure Comedy Drama Romance Sci-Fi,seeking a friend for the end of the world
3049,3049.0,3049.0,Kurtwood Smith,Stephen Root,Alia Shawkat,Kurtwood Smith Stephen Root Alia Shawkat Miguel Arteta Comedy,Miguel Arteta,Comedy,cedar rapids
3050,3050.0,3050.0,Michaela Conlin,T.J. Thyne,Tamara Taylor,Michaela Conlin T.J. Thyne Tamara Taylor unknown Comedy Crime Drama Mystery Romance,unknown,Comedy Crime Drama Mystery Romance,bones            
3051,3051.0,3051.0,Ethan Suplee,Beverly D'Angelo,Stacy Keach,Ethan Suplee Beverly D'Angelo Stacy Keach Tony Kaye Crime Drama,Tony Kaye,Crime Drama,american history x
3052,3052.0,3052.0,Daniel Sharman,Johanna Braddy,Lee Tergesen,Daniel Sharman Johanna Braddy Lee Tergesen Marcus Dunstan Action Horror Thriller,Marcus Dunstan,Action Horror Thriller,the collection
3053,3053.0,3053.0,Nathan Lane,Kelsey Grammer,Jerry Stiller,Nathan Lane Kelsey Grammer Jerry Stiller Timothy Björklund Animation Comedy Family Fantasy Musical,Timothy Björklund,Animation Comedy Family Fantasy Musical,teacher's pet
3054,3054.0,3054.0,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,Johannes Silberschneider Clotilde Mollet Carlo Cecchi François Girard Drama Music Mystery Romance,François Girard,Drama Music Mystery Romance,the red violin
3055,3055.0,3055.0,Sissy Spacek,Richard Farnsworth,Everett McGill,Sissy Spacek Richard Farnsworth Everett McGill David Lynch Biography Drama,David Lynch,Biography Drama,the straight story
3056,3056.0,3056.0,Norman Reedus,James Franco,Frankie Muniz,Norman Reedus James Franco Frankie Muniz Scott Kalvert Action Crime Drama,Scott Kalvert,Action Crime Drama,deuces wild
3057,3057.0,3057.0,Beth Grant,Philip Baker Hall,Patricia Belcher,Beth Grant Philip Baker Hall Patricia Belcher Jason Bateman Comedy Drama,Jason Bateman,Comedy Drama,bad words
3058,3058.0,3058.0,Dylan Moran,Iddo Goldberg,India de Beaufort,Dylan Moran Iddo Goldberg India de Beaufort David Schwimmer Comedy Romance Sport,David Schwimmer,Comedy Romance Sport,"run, fatboy, run"
3059,3059.0,3059.0,Bernadette Peters,Randy Quaid,Christopher Guest,Bernadette Peters Randy Quaid Christopher Guest Allan Arkush Comedy Sci-Fi,Allan Arkush,Comedy Sci-Fi,heartbeeps
3060,3060.0,3060.0,Jennifer Ehle,Gillian Jacobs,Jillian Estell,Jennifer Ehle Gillian Jacobs Jillian Estell Mike Binder Drama,Mike Binder,Drama,black or white
3061,3061.0,3061.0,Jerry Stiller,Tamala Jones,Dave Foley,Jerry Stiller Tamala Jones Dave Foley Eric Bross Comedy Family Romance,Eric Bross,Comedy Family Romance,on the line
3062,3062.0,3062.0,Christian Bale,Toby Huss,François Chau,Christian Bale Toby Huss François Chau Werner Herzog Adventure Biography Drama War,Werner Herzog,Adventure Biography Drama War,rescue dawn
3063,3063.0,3063.0,Al Pacino,Jennifer Garner,Melissa Benoist,Al Pacino Jennifer Garner Melissa Benoist Dan Fogelman Comedy Drama Music,Dan Fogelman,Comedy Drama Music,danny collins
3064,3064.0,3064.0,Judy Greer,Evan Ross,Rae Dawn Chong,Judy Greer Evan Ross Rae Dawn Chong Jay Duplass Comedy Drama,Jay Duplass,Comedy Drama,"jeff, who lives at home"
3065,3065.0,3065.0,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher,Flavio Parenti Waris Ahluwalia Alba Rohrwacher Luca Guadagnino Drama Romance,Luca Guadagnino,Drama Romance,i am love
3066,3066.0,3066.0,Robert Picardo,Diedrich Bader,Esai Morales,Robert Picardo Diedrich Bader Esai Morales John Putch Drama Mystery Sci-Fi,John Putch,Drama Mystery Sci-Fi,atlas shrugged ii: the strike
3067,3067.0,3067.0,Gary Oldman,Michael Wincott,Lena Olin,Gary Oldman Michael Wincott Lena Olin Peter Medak Action Crime Drama Thriller,Peter Medak,Action Crime Drama Thriller,romeo is bleeding
3068,3068.0,3068.0,Peter Fonda,Lesley Ann Warren,William Lucking,Peter Fonda Lesley Ann Warren William Lucking Steven Soderbergh Crime Drama Mystery Thriller,Steven Soderbergh,Crime Drama Mystery Thriller,the limey
3069,3069.0,3069.0,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,Eric Stoltz Anthony LaPaglia Elizabeth McGovern Terence Davies Drama Romance,Terence Davies,Drama Romance,the house of mirth
3070,3070.0,3070.0,Cliff Robertson,Tracey Walter,Dennis Burkley,Cliff Robertson Tracey Walter Dennis Burkley Harley Cokeliss Action Drama Thriller,Harley Cokeliss,Action Drama Thriller,malone
3071,3071.0,3071.0,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,Scott Mechlowicz Tim DeKay Agnes Bruckner Victor Salva Drama Romance Sport,Victor Salva,Drama Romance Sport,peaceful warrior
3072,3072.0,3072.0,Don Johnson,Kevin Nealon,Nicholas Turturro,Don Johnson Kevin Nealon Nicholas Turturro Tom Brady Comedy,Tom Brady,Comedy,bucky larson: born to be a star
3073,3073.0,3073.0,Gillian White,Michael Rapaport,Jada Pinkett Smith,Gillian White Michael Rapaport Jada Pinkett Smith Spike Lee Comedy Drama Music,Spike Lee,Comedy Drama Music,bamboozled
3074,3074.0,3074.0,Eoin Macken,Stephanie Vogt,Gen Seto,Eoin Macken Stephanie Vogt Gen Seto Jason Zada Horror Mystery Thriller,Jason Zada,Horror Mystery Thriller,the forest
3075,3075.0,3075.0,Frank Langella,William Hootkins,John Gielgud,Frank Langella William Hootkins John Gielgud Franklin J. Schaffner Adventure Mystery Thriller,Franklin J. Schaffner,Adventure Mystery Thriller,sphinx
3076,3076.0,3076.0,Naomi Watts,Maria Dizzia,Dree Hemingway,Naomi Watts Maria Dizzia Dree Hemingway Noah Baumbach Comedy Drama,Noah Baumbach,Comedy Drama,while we're young
3077,3077.0,3077.0,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters,Demián Bichir Eddie 'Piolin' Sotelo Robert Peters Chris Weitz Drama Romance,Chris Weitz,Drama Romance,a better life
3078,3078.0,3078.0,Miranda Richardson,John Neville,Lynn Redgrave,Miranda Richardson John Neville Lynn Redgrave David Cronenberg Drama Mystery Thriller,David Cronenberg,Drama Mystery Thriller,spider
3079,3079.0,3079.0,Liam Neeson,Oliver Platt,Mitch Pileggi,Liam Neeson Oliver Platt Mitch Pileggi Eric Blakeney Comedy Crime Romance,Eric Blakeney,Comedy Crime Romance,gun shy
3080,3080.0,3080.0,Charlie Hunnam,Anne Hathaway,Jim Broadbent,Charlie Hunnam Anne Hathaway Jim Broadbent Douglas McGrath Drama Romance,Douglas McGrath,Drama Romance,nicholas nickleby
3081,3081.0,3081.0,Chris Evans,James Franco,Robert Davi,Chris Evans James Franco Robert Davi Ariel Vromen Biography Crime Drama,Ariel Vromen,Biography Crime Drama,the iceman
3082,3082.0,3082.0,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,Krystyna Janda Olaf Lubaszenko Olgierd Lukaszewicz unknown Drama,unknown,Drama,dekalog            
3083,3083.0,3083.0,Naseeruddin Shah,Rekha,Sharat Saxena,Naseeruddin Shah Rekha Sharat Saxena Rakesh Roshan Action Adventure Romance Sci-Fi,Rakesh Roshan,Action Adventure Romance Sci-Fi,krrish
3084,3084.0,3084.0,Alicia Witt,Melanie Griffith,Kevin Nealon,Alicia Witt Melanie Griffith Kevin Nealon John Waters Comedy Crime Thriller,John Waters,Comedy Crime Thriller,cecil b. demented
3085,3085.0,3085.0,Matthew McConaughey,Scott A. Martin,Carol Sutton,Matthew McConaughey Scott A. Martin Carol Sutton William Friedkin Crime Drama Romance Thriller,William Friedkin,Crime Drama Romance Thriller,killer joe
3086,3086.0,3086.0,Demi Moore,Gary Cole,Robert Pralgo,Demi Moore Gary Cole Robert Pralgo Derrick Borte Comedy Drama,Derrick Borte,Comedy Drama,the joneses
3087,3087.0,3087.0,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin,Philip Seymour Hoffman Minnie Driver Maury Chaykin Richard Kwietniowski Crime Drama Thriller,Richard Kwietniowski,Crime Drama Thriller,owning mahowny
3088,3088.0,3088.0,Jenna Fischer,Lee Majors,Will Forte,Jenna Fischer Lee Majors Will Forte Bob Odenkirk Comedy,Bob Odenkirk,Comedy,the brothers solomon
3089,3089.0,3089.0,Natalie Portman,Norah Jones,Adriane Lenox,Natalie Portman Norah Jones Adriane Lenox Kar-Wai Wong Drama Romance,Kar-Wai Wong,Drama Romance,my blueberry nights
3090,3090.0,3090.0,Beverly D'Angelo,Ben Gazzara,George DiCenzo,Beverly D'Angelo Ben Gazzara George DiCenzo John Turturro Drama,John Turturro,Drama,illuminata
3091,3091.0,3091.0,Bruce Greenwood,Jeanne Tripplehorn,David Thornton,Bruce Greenwood Jeanne Tripplehorn David Thornton Guy Ritchie Comedy Romance,Guy Ritchie,Comedy Romance,swept away
3092,3092.0,3092.0,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,Bashar Rahal Sergej Trifunovic Ned Bellamy Joshua Seftel Action Comedy Thriller,Joshua Seftel,Action Comedy Thriller,"war, inc."
3093,3093.0,3093.0,Wei Zhao,Karen Mok,Kwok-Kwan Chan,Wei Zhao Karen Mok Kwok-Kwan Chan Stephen Chow Action Comedy Sport,Stephen Chow,Action Comedy Sport,shaolin soccer
3094,3094.0,3094.0,Vincent Gallo,Cheryl Tiegs,Anna Vareschi,Vincent Gallo Cheryl Tiegs Anna Vareschi Vincent Gallo Drama,Vincent Gallo,Drama,the brown bunny
3095,3095.0,3095.0,Isabelle Huppert,François Cluzet,Michel Serrault,Isabelle Huppert François Cluzet Michel Serrault Claude Chabrol Comedy Crime Thriller,Claude Chabrol,Comedy Crime Thriller,the swindle
3096,3096.0,3096.0,Numan Acar,Claire Foy,Haluk Bilginer,Numan Acar Claire Foy Haluk Bilginer Jon Stewart Biography Drama,Jon Stewart,Biography Drama,rosewater
3097,3097.0,3097.0,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer,Olivier Martinez Aitana Sánchez-Gijón Romane Bohringer Bigas Luna Drama Romance,Bigas Luna,Drama Romance,the chambermaid on the titanic
3098,3098.0,3098.0,Gerard Butler,Ashraf Barhom,Lubna Azabal,Gerard Butler Ashraf Barhom Lubna Azabal Ralph Fiennes Drama Thriller War,Ralph Fiennes,Drama Thriller War,coriolanus
3099,3099.0,3099.0,Kip Pardue,Ryan Donowho,Larry Fessenden,Kip Pardue Ryan Donowho Larry Fessenden Dan Harris Comedy Drama,Dan Harris,Comedy Drama,imaginary heroes
3100,3100.0,3100.0,Minnie Driver,Danny Dyer,Mary McCormack,Minnie Driver Danny Dyer Mary McCormack Mel Smith Action Comedy Drama,Mel Smith,Action Comedy Drama,high heels and low lifes
3101,3101.0,3101.0,Robin Williams,Daryl Sabara,Henry Simmons,Robin Williams Daryl Sabara Henry Simmons Bobcat Goldthwait Comedy Drama,Bobcat Goldthwait,Comedy Drama,world's greatest dad
3102,3102.0,3102.0,Danny Dyer,Toby Stephens,Laura Harris,Danny Dyer Toby Stephens Laura Harris Christopher Smith Comedy Horror Thriller,Christopher Smith,Comedy Horror Thriller,severance
3103,3103.0,3103.0,Joe Mantegna,Dulé Hill,Jeffrey Combs,Joe Mantegna Dulé Hill Jeffrey Combs Stuart Gordon Drama Thriller,Stuart Gordon,Drama Thriller,edmond
3104,3104.0,3104.0,Kristen Stewart,Ally Sheedy,Kerry Cahill,Kristen Stewart Ally Sheedy Kerry Cahill Jake Scott Drama,Jake Scott,Drama,welcome to the rileys
3105,3105.0,3105.0,Christopher Lee,Michael Winslow,G.W. Bailey,Christopher Lee Michael Winslow G.W. Bailey Alan Metter Comedy Crime,Alan Metter,Comedy Crime,police academy: mission to moscow
3106,3106.0,3106.0,Ricky Schroder,Nate Parker,Lee Norris,Ricky Schroder Nate Parker Lee Norris Jeb Stuart Drama,Jeb Stuart,Drama,blood done sign my name
3107,3107.0,3107.0,Jorge Luis Moreno,Andrés Montiel,William Miller,Jorge Luis Moreno Andrés Montiel William Miller Rafa Lara Drama History War,Rafa Lara,Drama History War,"cinco de mayo, la batalla"
3108,3108.0,3108.0,Chris Noth,Jared Gilman,James Brolin,Chris Noth Jared Gilman James Brolin Michael Radford Comedy Drama Romance,Michael Radford,Comedy Drama Romance,elsa & fred
3109,3109.0,3109.0,Eric Idle,Harvey Weinstein,Ryan O'Neal,Eric Idle Harvey Weinstein Ryan O'Neal Arthur Hiller Comedy,Arthur Hiller,Comedy,an alan smithee film: burn hollywood burn
3110,3110.0,3110.0,Jeff Bridges,Justin Timberlake,Ted Danson,Jeff Bridges Justin Timberlake Ted Danson Michael Meredith Comedy Drama,Michael Meredith,Comedy Drama,the open road
3111,3111.0,3111.0,Adrian Martinez,Scott Porter,Aaron Yoo,Adrian Martinez Scott Porter Aaron Yoo Julio DePietro Comedy Romance,Julio DePietro,Comedy Romance,the good guy
3112,3112.0,3112.0,Stephanie Szostak,Minnie Driver,Anthony Edwards,Stephanie Szostak Minnie Driver Anthony Edwards Katherine Dieckmann Comedy Drama,Katherine Dieckmann,Comedy Drama,motherhood
3113,3113.0,3113.0,Madison Pettis,Corbin Bleu,Sandra Echeverría,Madison Pettis Corbin Bleu Sandra Echeverría William Dear Drama,William Dear,Drama,free style
3114,3114.0,3114.0,Nicholas Hamilton,Reef Ireland,Sean Keenan,Nicholas Hamilton Reef Ireland Sean Keenan Kim Farrant Drama Mystery Thriller,Kim Farrant,Drama Mystery Thriller,strangerland
3115,3115.0,3115.0,Mike Epps,Tamala Jones,Glenn Plummer,Mike Epps Tamala Jones Glenn Plummer Marcus Raboy Comedy Crime Music,Marcus Raboy,Comedy Crime Music,the janky promoters
3116,3116.0,3116.0,Drew Fuller,Drew Waters,Larry Miller,Drew Fuller Drew Waters Larry Miller Scott Marshall Comedy Romance,Scott Marshall,Comedy Romance,blonde ambition
3117,3117.0,3117.0,Jim Carter,Leonor Watling,Danny Sapani,Jim Carter Leonor Watling Danny Sapani Álex de la Iglesia Crime Mystery Thriller,Álex de la Iglesia,Crime Mystery Thriller,the oxford murders
3118,3118.0,3118.0,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,Damian Walshe-Howling Gyton Grantley Adrienne Pickering Andrew Traucki Horror Thriller,Andrew Traucki,Horror Thriller,the reef
3119,3119.0,3119.0,Zooey Deschanel,Rip Torn,Kelly Preston,Zooey Deschanel Rip Torn Kelly Preston Michael Clancy Comedy Drama,Michael Clancy,Comedy Drama,eulogy
3120,3120.0,3120.0,Teryl Rothery,Craig Fairbrass,Adrian Holmes,Teryl Rothery Craig Fairbrass Adrian Holmes Patrick Lussier Drama Fantasy Horror Thriller,Patrick Lussier,Drama Fantasy Horror Thriller,white noise 2: the light
3121,3121.0,3121.0,Shane Pollard,Mishael Morgan,Chase Armitage,Shane Pollard Mishael Morgan Chase Armitage Robert Adetuyi Drama Music,Robert Adetuyi,Drama Music,you got served: beat the world
3122,3122.0,3122.0,Jim Sturgess,Kevin Zegers,Michael McElhatton,Jim Sturgess Kevin Zegers Michael McElhatton Kari Skogland Drama Thriller,Kari Skogland,Drama Thriller,fifty dead men walking
3123,3123.0,3123.0,Drake Bell,Tom Arnold,Amanda Troop,Drake Bell Tom Arnold Amanda Troop Taedong Park Adventure Animation,Taedong Park,Adventure Animation,jungle shuffle
3124,3124.0,3124.0,Veronica Ferres,Ayelet Zurer,Derek Jacobi,Veronica Ferres Ayelet Zurer Derek Jacobi Paul Schrader Drama War,Paul Schrader,Drama War,adam resurrected
3125,3125.0,3125.0,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir,Ingvar Eggert Sigurðsson Charlotte Bøving Sigríður María Egilsdóttir Benedikt Erlingsson Comedy Drama Romance,Benedikt Erlingsson,Comedy Drama Romance,of horses and men
3126,3126.0,3126.0,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Sendhil Ramamurthy Mark Addy Shabana Azmi Gurinder Chadha Comedy Drama Horror Romance,Gurinder Chadha,Comedy Drama Horror Romance,it's a wonderful afterlife
3127,3127.0,3127.0,Ray Winstone,Henry Rollins,Jason London,Ray Winstone Henry Rollins Jason London Jason Connery Action Horror Sci-Fi,Jason Connery,Action Horror Sci-Fi,the devil's tomb
3128,3128.0,3128.0,Jimi Mistry,Jesse Moss,John Light,Jimi Mistry Jesse Moss John Light Vic Sarin Drama Romance,Vic Sarin,Drama Romance,partition
3129,3129.0,3129.0,Elaine Hendrix,Luke Perry,Jon Gries,Elaine Hendrix Luke Perry Jon Gries Jim Issa Comedy,Jim Issa,Comedy,good intentions
3130,3130.0,3130.0,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Kang-ho Song Woo-sung Jung Dal-su Oh Jee-woon Kim Action Adventure Comedy Western,Jee-woon Kim,Action Adventure Comedy Western,"the good, the bad, the weird"
3131,3131.0,3131.0,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Boris Kodjoe Katrina Bowden Kathleen Turner Douglas Aarniokoski Horror Thriller,Douglas Aarniokoski,Horror Thriller,nurse 3d
3132,3132.0,3132.0,Tyler Mane,Callum Rennie,Dustin Milligan,Tyler Mane Callum Rennie Dustin Milligan William Phillips Action Comedy Drama Western,William Phillips,Action Comedy Drama Western,gunless
3133,3133.0,3133.0,Kristen Stewart,Martin Starr,Wendie Malick,Kristen Stewart Martin Starr Wendie Malick Greg Mottola Comedy Drama Romance,Greg Mottola,Comedy Drama Romance,adventureland
3134,3134.0,3134.0,Danny Pino,Victor Rivers,Enrique Murciano,Danny Pino Victor Rivers Enrique Murciano Andy Garcia Drama Romance,Andy Garcia,Drama Romance,the lost city
3135,3135.0,3135.0,John Witherspoon,Mike Epps,Rolando Molina,John Witherspoon Mike Epps Rolando Molina Steve Carr Comedy,Steve Carr,Comedy,next friday
3136,3136.0,3136.0,Hayden Christensen,Jordana Brewster,Akon,Hayden Christensen Jordana Brewster Akon Sarik Andreasyan Action Crime Drama Thriller,Sarik Andreasyan,Action Crime Drama Thriller,american heist
3137,3137.0,3137.0,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,Donald Pleasence Burt Kwouk Desmond Llewelyn Lewis Gilbert Action Adventure Thriller,Lewis Gilbert,Action Adventure Thriller,you only live twice
3138,3138.0,3138.0,Mem Ferda,Alfie Allen,Malese Jow,Mem Ferda Alfie Allen Malese Jow Julian Gilbey Action Comedy Crime Drama,Julian Gilbey,Action Comedy Crime Drama,plastic
3139,3139.0,3139.0,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,Isabelle Huppert Emmanuelle Riva Jean-Louis Trintignant Michael Haneke Drama Romance,Michael Haneke,Drama Romance,amour
3140,3140.0,3140.0,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Tom Skerritt Heather O'Rourke Zelda Rubinstein Gary Sherman Horror Thriller,Gary Sherman,Horror Thriller,poltergeist iii
3141,3141.0,3141.0,Daniella Alonso,Roger Cross,Jesse Garcia,Daniella Alonso Roger Cross Jesse Garcia Valeri Milev Action Horror,Valeri Milev,Action Horror,re-kill
3142,3142.0,3142.0,Jonathan Winters,Sid Caesar,Spencer Tracy,Jonathan Winters Sid Caesar Spencer Tracy Stanley Kramer Action Adventure Comedy Crime,Stanley Kramer,Action Adventure Comedy Crime,"it's a mad, mad, mad, mad world"
3143,3143.0,3143.0,Carmen Maura,Lola Dueñas,Antonio de la Torre,Carmen Maura Lola Dueñas Antonio de la Torre Pedro Almodóvar Comedy Crime Drama Mystery,Pedro Almodóvar,Comedy Crime Drama Mystery,volver
3144,3144.0,3144.0,John Vernon,Joe Flaherty,Don Francks,John Vernon Joe Flaherty Don Francks Gerald Potterton Adventure Animation Fantasy Horror Sci-Fi,Gerald Potterton,Adventure Animation Fantasy Horror Sci-Fi,heavy metal
3145,3145.0,3145.0,Jizelle Jade,Michael Angarano,Héctor Jiménez,Jizelle Jade Michael Angarano Héctor Jiménez Jared Hess Adventure Comedy Sci-Fi,Jared Hess,Adventure Comedy Sci-Fi,gentlemen broncos
3146,3146.0,3146.0,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,Robert Downey Jr. Jim Broadbent Kristin Scott Thomas Richard Loncraine Drama War,Richard Loncraine,Drama War,richard iii
3147,3147.0,3147.0,Scott Glenn,Michaela McManus,Luisa D'Oliveira,Scott Glenn Michaela McManus Luisa D'Oliveira David Hackl Action Horror Thriller,David Hackl,Action Horror Thriller,into the grizzly maze
3148,3148.0,3148.0,Bárbara Mori,Steven Michael Quezada,Kabir Bedi,Bárbara Mori Steven Michael Quezada Kabir Bedi Anurag Basu Action Drama Romance Thriller,Anurag Basu,Action Drama Romance Thriller,kites
3149,3149.0,3149.0,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,Alexander Skarsgård Kirsten Dunst Charlotte Rampling Lars von Trier Drama Sci-Fi,Lars von Trier,Drama Sci-Fi,melancholia
3150,3150.0,3150.0,Noah Taylor,Keisha Castle-Hughes,Luke Ford,Noah Taylor Keisha Castle-Hughes Luke Ford Kriv Stenders Biography Comedy Drama Family Romance,Kriv Stenders,Biography Comedy Drama Family Romance,red dog
3151,3151.0,3151.0,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,Shah Rukh Khan Katrina Kaif Vic Waghorn Yash Chopra Drama Romance,Yash Chopra,Drama Romance,jab tak hai jaan
3152,3152.0,3152.0,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Tom Skerritt Yaphet Kotto Bolaji Badejo Ridley Scott Horror Sci-Fi,Ridley Scott,Horror Sci-Fi,alien
3153,3153.0,3153.0,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,Kristen Stewart Scout Taylor-Compton Johnny Lewis Floria Sigismondi Biography Drama Music,Floria Sigismondi,Biography Drama Music,the runaways
3154,3154.0,3154.0,Topol,Paul Michael Glaser,Rosalind Harris,Topol Paul Michael Glaser Rosalind Harris Norman Jewison Drama Family Musical Romance,Norman Jewison,Drama Family Musical Romance,fiddler on the roof
3155,3155.0,3155.0,Desmond Llewelyn,Earl Cameron,Lois Maxwell,Desmond Llewelyn Earl Cameron Lois Maxwell Terence Young Action Adventure Thriller,Terence Young,Action Adventure Thriller,thunderball
3156,3156.0,3156.0,Josh Hutcherson,Shanley Caswell,Parker Bagley,Josh Hutcherson Shanley Caswell Parker Bagley Joseph Kahn Comedy Horror Sci-Fi,Joseph Kahn,Comedy Horror Sci-Fi,detention
3157,3157.0,3157.0,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Riccardo Scamarcio Alessandro Preziosi Lunetta Savino Ferzan Ozpetek Comedy Drama Romance,Ferzan Ozpetek,Comedy Drama Romance,loose cannons
3158,3158.0,3158.0,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,Vivica A. Fox Jada Pinkett Smith Blair Underwood F. Gary Gray Action Crime Drama Romance Thriller,F. Gary Gray,Action Crime Drama Romance Thriller,set it off
3159,3159.0,3159.0,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,Harold Perrineau Sanaa Lathan Jarrod Bunch Malcolm D. Lee Comedy Drama,Malcolm D. Lee,Comedy Drama,the best man
3160,3160.0,3160.0,Catherine Hicks,Alex Vincent,Dinah Manoff,Catherine Hicks Alex Vincent Dinah Manoff Tom Holland Fantasy Horror,Tom Holland,Fantasy Horror,child's play
3161,3161.0,3161.0,Michael Moore,Tucker Albrizzi,Bill Clinton,Michael Moore Tucker Albrizzi Bill Clinton Michael Moore Documentary Drama,Michael Moore,Documentary Drama,sicko
3162,3162.0,3162.0,Noel Gugliemi,Zach Gilford,Roberta Valderrama,Noel Gugliemi Zach Gilford Roberta Valderrama James DeMonaco Action Horror Sci-Fi Thriller,James DeMonaco,Action Horror Sci-Fi Thriller,the purge: anarchy
3163,3163.0,3163.0,Rosario Dawson,Lauren German,Shawn Hatosy,Rosario Dawson Lauren German Shawn Hatosy Kris Isacsson Comedy Drama Romance,Kris Isacsson,Comedy Drama Romance,down to you
3164,3164.0,3164.0,Ethan Embry,Fred Willard,Paula Garcés,Ethan Embry Fred Willard Paula Garcés Danny Leiner Adventure Comedy,Danny Leiner,Adventure Comedy,harold & kumar go to white castle
3165,3165.0,3165.0,Jeff Bridges,Gary Oldman,William Petersen,Jeff Bridges Gary Oldman William Petersen Rod Lurie Drama Thriller,Rod Lurie,Drama Thriller,the contender
3166,3166.0,3166.0,Vin Diesel,Nia Long,Herbert Russell,Vin Diesel Nia Long Herbert Russell Ben Younger Crime Drama Thriller,Ben Younger,Crime Drama Thriller,boiler room
3167,3167.0,3167.0,Don Ameche,Denholm Elliott,Ralph Bellamy,Don Ameche Denholm Elliott Ralph Bellamy John Landis Comedy,John Landis,Comedy,trading places
3168,3168.0,3168.0,Oliver Hudson,Crystal Lowe,Andrea Martin,Oliver Hudson Crystal Lowe Andrea Martin Glen Morgan Horror,Glen Morgan,Horror,black christmas
3169,3169.0,3169.0,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,Jennifer Esposito Tate Taylor Patrick Cranshaw Daniel Taplitz Comedy Romance,Daniel Taplitz,Comedy Romance,breakin' all the rules
3170,3170.0,3170.0,Brian Blessed,Derek Jacobi,Danny Webb,Brian Blessed Derek Jacobi Danny Webb Kenneth Branagh Action Biography Drama History Romance War,Kenneth Branagh,Action Biography Drama History Romance War,henry v
3171,3171.0,3171.0,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,Philip Seymour Hoffman David Zayas Gbenga Akinnagbe Tamara Jenkins Comedy Drama,Tamara Jenkins,Comedy Drama,the savages
3172,3172.0,3172.0,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso,Carlos Ponce Freddy Rodríguez Maria Conchita Alonso Linda Mendoza Comedy Romance,Linda Mendoza,Comedy Romance,chasing papi
3173,3173.0,3173.0,Kristin Lehman,Nicky Katt,Dylan Kussman,Kristin Lehman Nicky Katt Dylan Kussman Christopher McQuarrie Action Crime Drama Thriller,Christopher McQuarrie,Action Crime Drama Thriller,the way of the gun
3174,3174.0,3174.0,Kieran Culkin,Rory Culkin,Bill Irwin,Kieran Culkin Rory Culkin Bill Irwin Burr Steers Comedy Drama,Burr Steers,Comedy Drama,igby goes down
3175,3175.0,3175.0,Jon Favreau,Matt Ross,Chris Young,Jon Favreau Matt Ross Chris Young Hart Bochner Comedy,Hart Bochner,Comedy,pcu
